pair,frame,label,cell_id,n_contour_points,mean_curvature,max_abs_curvature,mean_fluorescence,max_fluorescence
Spn3-GFP_Sad1-mCh_080724_003,0,13,Spn3-GFP_Sad1-mCh_080724_003_f0000_l13,300,0.016804403700827055,0.051082034899126376,333.2839640299479,962.64306640625
Spn3-GFP_Sad1-mCh_080724_003,0,14,Spn3-GFP_Sad1-mCh_080724_003_f0000_l14,300,0.017370495871039168,0.06150887075396268,399.71352823893227,1544.900146484375
Spn3-GFP_Sad1-mCh_080724_003,0,15,Spn3-GFP_Sad1-mCh_080724_003_f0000_l15,300,0.016843679485910198,0.06630700923543671,337.0636173502604,1619.902099609375
Spn3-GFP_Sad1-mCh_080724_005,0,7,Spn3-GFP_Sad1-mCh_080724_005_f0000_l7,300,0.016117393627065716,0.08781377362880757,406.0127294921875,2202.353515625
Spn3-GFP_Sad1-mCh_080724_005,0,9,Spn3-GFP_Sad1-mCh_080724_005_f0000_l9,300,0.017925943692741142,0.09138816893261077,433.6501220703125,2390.700439453125
Spn3-GFP_Sad1-mCh_080724_005,0,10,Spn3-GFP_Sad1-mCh_080724_005_f0000_l10,300,0.014123253923959777,0.0399273445981078,241.63988647460937,485.572265625
Spn3-GFP_Sad1-mCh_080724_005,0,11,Spn3-GFP_Sad1-mCh_080724_005_f0000_l11,300,0.016783916323898942,0.544070124274913,703.6330904134114,2858.0
Spn3-GFP_Sad1-mCh_080724_005,0,12,Spn3-GFP_Sad1-mCh_080724_005_f0000_l12,300,0.017357305072993708,0.2753508634350162,670.7313785807291,2858.0
Spn3-GFP_Sad1-mCh_080724_005,0,13,Spn3-GFP_Sad1-mCh_080724_005_f0000_l13,300,0.018315010619583443,0.27050071671355763,772.7721219889323,2858.0
Spn3-GFP_Sad1-mCh_080724_005,0,14,Spn3-GFP_Sad1-mCh_080724_005_f0000_l14,300,0.019388566461616814,0.4204287981042424,672.0709191894531,2858.0
Spn3-GFP_Sad1-mCh_080724_005,0,20,Spn3-GFP_Sad1-mCh_080724_005_f0000_l20,300,0.010892720450184523,0.038566217259976894,296.97632486979165,1588.376953125
Spn3-GFP_Sad1-mCh_080724_005,0,21,Spn3-GFP_Sad1-mCh_080724_005_f0000_l21,300,0.014769730626907288,0.04784711261712118,311.4963680013021,1357.762451171875
Spn3-GFP_Sad1-mCh_080724_005,0,22,Spn3-GFP_Sad1-mCh_080724_005_f0000_l22,300,0.011173311477229723,0.041883111691183424,272.73869588216144,501.6396484375
Spn3-GFP_Sad1-mCh_080724_005,0,23,Spn3-GFP_Sad1-mCh_080724_005_f0000_l23,300,0.015455335111974527,0.06014740881646608,340.3872147623698,1319.029296875
Spn3-GFP_Sad1-mCh_080724_005,0,25,Spn3-GFP_Sad1-mCh_080724_005_f0000_l25,300,0.011445576103869174,0.08583444890435918,371.283047281901,1267.2802734375
Spn3-GFP_Sad1-mCh_080724_005,0,27,Spn3-GFP_Sad1-mCh_080724_005_f0000_l27,300,0.016382185563775617,0.06776937031412428,351.46825724283855,1695.810302734375
Spn3-GFP_Sad1-mCh_080724_005,0,29,Spn3-GFP_Sad1-mCh_080724_005_f0000_l29,300,0.015971298346957874,0.06117239091661228,329.1424230957031,1608.83154296875
Spn3-GFP_Sad1-mCh_080724_007,0,11,Spn3-GFP_Sad1-mCh_080724_007_f0000_l11,300,0.015291682614889807,0.060585738193982955,247.91603068033854,957.1416015625
Spn3-GFP_Sad1-mCh_080724_007,0,18,Spn3-GFP_Sad1-mCh_080724_007_f0000_l18,300,0.015632028206407814,0.04458051212613823,287.2735416666667,1007.557861328125
Spn3-GFP_Sad1-mCh_080724_007,0,19,Spn3-GFP_Sad1-mCh_080724_007_f0000_l19,300,0.011853983331063862,0.05136193140106743,264.76271443684897,422.4351806640625
Spn3-GFP_Sad1-mCh_080724_007,0,20,Spn3-GFP_Sad1-mCh_080724_007_f0000_l20,300,0.016515677136919663,0.05700904066629237,482.3946044921875,2313.736328125
Spn3-GFP_Sad1-mCh_080724_007,0,21,Spn3-GFP_Sad1-mCh_080724_007_f0000_l21,300,0.016370213766700194,0.06771652531175686,445.97827799479165,2035.826416015625
Spn3-GFP_Sad1-mCh_080724_007,0,22,Spn3-GFP_Sad1-mCh_080724_007_f0000_l22,300,0.012509396195265705,0.03416965088605249,233.96971638997397,401.325927734375
Spn3-GFP_Sad1-mCh_080724_007,0,23,Spn3-GFP_Sad1-mCh_080724_007_f0000_l23,300,0.01161118207013927,0.03900442634019002,225.57574462890625,333.7886962890625
Spn3-GFP_Sad1-mCh_080724_007,0,24,Spn3-GFP_Sad1-mCh_080724_007_f0000_l24,300,0.010386939655003922,0.07248169336787645,210.6874462890625,334.2593994140625
Spn3-GFP_Sad1-mCh_080724_007,0,25,Spn3-GFP_Sad1-mCh_080724_007_f0000_l25,300,0.013045375885973019,0.033909653892242125,243.0520402018229,366.181640625
Spn3-GFP_Sad1-mCh_080724_007,0,26,Spn3-GFP_Sad1-mCh_080724_007_f0000_l26,300,0.01339323751283152,0.040535650870190613,220.16879720052083,395.17529296875
Spn3-GFP_Sad1-mCh_080724_009,0,1,Spn3-GFP_Sad1-mCh_080724_009_f0000_l1,300,0.013710108748355246,0.0336219890446084,200.52332804361978,396.7154541015625
Spn3-GFP_Sad1-mCh_080724_009,0,4,Spn3-GFP_Sad1-mCh_080724_009_f0000_l4,300,0.014930467598805841,0.03552456961480155,223.73522827148437,341.694091796875
Spn3-GFP_Sad1-mCh_080724_009,0,5,Spn3-GFP_Sad1-mCh_080724_009_f0000_l5,300,0.01135439820868577,0.038105159310071496,236.34647705078126,566.683349609375
Spn3-GFP_Sad1-mCh_080724_009,0,6,Spn3-GFP_Sad1-mCh_080724_009_f0000_l6,300,0.01194705331899794,0.035771006352043944,237.74965698242187,735.68359375
Spn3-GFP_Sad1-mCh_080724_009,0,10,Spn3-GFP_Sad1-mCh_080724_009_f0000_l10,300,0.017473776597301434,0.35766042785172864,660.8954789225261,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,12,Spn3-GFP_Sad1-mCh_080724_009_f0000_l12,300,0.01855243412223706,0.3992495972502074,680.8081164550781,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,14,Spn3-GFP_Sad1-mCh_080724_009_f0000_l14,300,0.01738620124528867,0.14669764140937963,596.6727376302083,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,15,Spn3-GFP_Sad1-mCh_080724_009_f0000_l15,300,0.01907629695396257,0.39868101914068843,595.897919514974,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,16,Spn3-GFP_Sad1-mCh_080724_009_f0000_l16,300,0.01548463286549401,0.5900482472114249,665.3887255859376,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,23,Spn3-GFP_Sad1-mCh_080724_009_f0000_l23,300,0.01722757824021256,0.568982414667098,699.6478926595053,2866.0
Spn3-GFP_Sad1-mCh_080724_009,0,65,Spn3-GFP_Sad1-mCh_080724_009_f0000_l65,300,0.01701259627768252,0.08119561726871038,466.4535388183594,2007.35205078125
